Trading Day,AAPL,BNTX,BRK-B,CSCO,IYK
436,145.3270111,232.8064423,284.6499939,51.36260223,58.0871582
437,147.4105835,235.0270233,285.9899902,51.41689301,58.09330368
438,147.4203949,247.205719,284.6700134,51.82410431,58.36073303
439,148.4031982,254.6767578,283.3599854,51.57977676,58.02874374
440,150.8503723,268.444397,281.5899963,51.36260223,57.88118744
441,155.1550751,270.477478,280.6300049,48.53023529,57.68444824
442,157.7889404,285.9623718,279.9899902,48.18637466,57.30326843
443,158.2509003,317.5046082,284.9700012,49.40799332,57.69981384
444,158.6341858,304.8028259,288.5599976,50.04143143,58.14247894
445,159.1550903,300.7761841,287.2799988,50.25861359,57.76744843
446,154.1132813,343.4509277,283.0899963,49.47134018,56.99586105
447,157.484314,357.7811279,282.1199951,50.45769119,57.1526413
448,162.4572906,347.1420288,276.6900024,49.62517548,55.58794785
449,161.9364014,330.1076965,275,49.7971077,55.51109314
450,160.9437561,329.1306152,279.0899963,50.81061554,56.27346039
451,159.056778,339.562439,277.4299927,50.88298798,56.98970795
452,162.4769745,276.1720581,281.3800049,51.5435791,58.00414658
453,168.2361603,298.7332458,284.9700012,52.5570755,58.04718399
454,172.0690918,288.1237488,283.7200012,51.59787369,58.04103851
455,171.5580139,280.4947815,284.519989,52.07748032,58.20396423
456,176.3639069,254.3115997,288.230011,53.61582947,58.93865585
457,172.7177734,274.5830994,290.0100098,53.0366745,59.63182449
458,171.3319702,273.1520386,295.0299988,52.27655792,59.62873077
459,176.216507,283.2976685,294.5799866,54.23116302,60.20404816
460,169.2975769,279.9717102,300.1700134,54.57502365,60.87524796
461,168.1968536,283.5246582,293.6600037,54.71076584,60.08960342
462,166.8307343,271.6322021,289.6099854,54.62026978,60.01846695
463,170.0150452,267.9114685,293.2399902,55.2265625,60.02464676
464,172.6194611,256.3052063,294.4100037,55.6790123,60.34323502
465,173.2484283,251.9528351,294.4899902,56.35769653,60.50098801
466,177.2288055,251.508728,296.6700134,57.38928986,61.05155563
467,176.2066956,238.2444153,298.2900085,57.48883057,61.39797974
468,176.2951508,237.4647369,299.4599915,57.87794113,61.69182968
469,175.1354523,253.4529724,299.980011,57.57027054,61.58666611
470,174.5162659,254.4300232,299,57.34403992,61.91762543
471,178.8799286,228.8192596,300.7900085,57.15401077,61.94237137
472,176.6096649,221.1606903,308.5299988,55.75223923,62.46201324
473,171.91185,208.6661835,309.9200134,54.86931229,62.5795517
474,169.0420685,211.9329224,313.2200012,55.45186234,62.38776779
475,169.2091522,209.070816,319.7799988,55.64301682,62.81461334
476,169.228775,226.9934387,318.9299927,56.2710762,62.64449692
477,172.0690918,212.9790649,319.7999878,56.77171326,62.61357117
478,172.5113831,217.9827728,320.3900146,56.54414749,62.60737991
479,169.228775,200.3365173,321.2600098,55.97979736,62.86100769
480,170.093689,193.4378815,324.1300049,55.85237503,63.30952835
481,166.8799133,167.0178223,320.2900085,54.36867905,62.4372673
482,163.3712769,159.5467834,314.75,53.61317444,62.7094574
483,161.6808777,154.4838409,311.0100098,52.86678314,62.50222015
484,159.6170197,145.5718842,305.2200012,51.59244156,62.46818924
485,158.8405762,149.0063782,303.730011,51.79269409,62.23310471
486,157.0321808,154.4443665,307.1900024,51.07361221,61.72275162
487,156.9437561,158.5993195,309.2600098,50.36361694,61.20929337
488,156.4818726,152.5198517,307.6700134,49.71734238,61.7134819
489,167.4007874,160.0994568,312.8999939,50.61849594,62.40014648
490,171.7742615,169.8305664,313.019989,50.67309952,62.42180634
491,171.6071777,177.2522736,313.9599915,50.40003204,62.28570175
492,172.8160095,177.7950745,319.6000061,51.1282196,62.9445343
493,169.9265747,172.7321472,315.230011,50.24528503,62.98474121
494,169.6412201,174.2618866,314.9899902,50.1997757,62.24858475
495,168.9228363,170.5510254,316.5100098,50.2179718,62.45271683
496,172.0423126,157.5137177,321.4400024,50.37271881,62.79605865
497,173.469162,171.0642242,322.3800049,51.23744965,62.59191513
498,169.3755341,165.3499146,319.8500061,49.94490433,62.06608582
499,165.9509888,168.715332,319.1400146,49.06197357,62.06919479
500,166.1871796,152.5099792,314.2799988,48.40659332,61.91144562
501,170.0348053,161.3035126,316.2000122,49.39876175,61.92689896
502,169.7986603,163.3267212,315.6499939,49.38055801,62.19599915
503,166.1871796,155.3029938,313.5499878,50.76412201,62.46508789
504,164.63237,154.8884735,314.7999878,52.07486343,62.51150513
505,161.6999054,147.9306335,314.1600037,51.24655151,62.11248779
506,157.5176849,139.3147583,309.9899902,49.55350113,61.74440765
507,160.1450806,152.0461273,308.2799988,49.81747437,60.45769119
508,162.2214355,148.6510925,319.2399902,51.00988388,62.49293518
509,162.4871368,148.8386078,321.4500122,50.76412201,61.71039581
510,160.5977325,144.8119354,316.8399963,49.71734238,61.24642181
511,163.9041748,145.029068,323.6400146,51.11001205,61.91144562
512,163.579422,140.4003754,327.7399902,51.0371933,62.33828354
513,160.568222,134.4788055,325.3399963,51.43769836,62.46508789
514,156.7599335,124.5996552,322.7200012,50.60028076,61.21548843
515,154.9296112,126.4846954,318.519989,49.51708984,59.46789932
516,160.3517303,138.377182,325.3999939,50.90066147,59.89473343
517,155.9923553,135.4756165,325.2999878,49.79927063,59.24827576
518,152.2628174,133.8669128,326.6000061,49.78106308,58.59873581
519,148.2183228,149.9340973,329.980011,49.42607117,59.05341721
520,152.6170654,143.1440277,332.5499878,50.60937881,60.29065323
521,157.0453186,161.7772369,336.1099854,50.80053711,60.32158661
522,158.0588684,162.8431244,344.9700012,51.1282196,60.74843216
523,161.3652954,172.1794586,342.4100037,50.94617081,60.75152588
524,162.7430267,167.8961792,349.6600037,50.97348404,61.05155563
525,166.1281281,172.3472443,349.9299927,51.1282196,61.37942505
526,167.4960022,164.1557312,348.1600037,49.58991241,61.00206375
527,171.2944489,168.1824036,352.3699951,49.60811996,61.48648834
528,171.934082,158.9941101,358.7600098,50.03593445,62.11995316
529,172.8000336,164.1754761,359.5700073,50.19067001,62.11684418
530,176.1064606,170.1365204,355.1199951,50.67309952,62.48948288
531,174.9354401,172.4952698,357.6099854,51.01898956,62.40873337
532,171.8258209,168.3304291,352.9100037,50.75501633,62.22241211
533,171.5305939,176.4429779,351.8800049,50.66399765,63.01113129
534,175.5947571,183.805481,345.4299927,50.85514832,62.71925354
535,172.2686157,178.4563293,344.7999878,50.33276367,62.73167419
536,169.0901489,164.4715424,344.7099915,49.8286972,63.52662659
537,169.3952026,166.8993988,346.5100098,50.06697845,64.11038971
538,167.3778839,168.0343475,353.1000061,49.74620819,64.62275696
539,163.1071014,168.3205719,352.019989,48.46314621,64.56995392
540,164.9866638,166.9191284,349.7399902,47.49168777,64.64138794
541,167.6829376,177.035141,346.2200012,47.7941246,64.87427521
542,162.6544189,172.9985962,344.3299866,46.89597702,64.84942627
543,162.4379578,157.4841003,346.6499939,46.84098816,64.43022156
544,164.7307587,157.651886,348.5,47.50085449,65.20654297
545,164.5635071,151.6710815,348.8200073,48.59145355,66.22194672
546,163.7664185,145.9074249,343.6000061,48.37150192,66.26852417
547,159.2102203,143.173645,335.5599976,47.07011032,65.21895599
548,160.2828369,153.0725403,336.9500122,47.60166168,65.49531555
549,154.2998047,146.0159912,330.6499939,46.64853287,64.67555237
550,154.0734711,142.5518799,329.5799866,45.1913414,64.93327332
551,161.0307159,141.5254669,331.269989,46.4010849,65.73442078
552,155.1362152,136.9658661,322.8299866,44.88890457,64.0793457
553,155.44133,144.1309509,318.1900024,45.69540024,63.25645828
554,156.9370422,147.2792664,318.9899902,45.75038147,63.27508926
555,163.3727722,149.8551483,326.7999878,47.27173615,64.6444931
556,154.2702789,140.0648193,318.6799927,45.46628189,63.61356735
557,154.9995575,134.3899841,318.8800049,45.20967102,63.9737587
558,149.8552399,138.4857483,312.9599915,44.87057114,63.81850815
559,152.2696838,142.5420074,312.5299988,45.41128922,63.40240097
560,144.3758392,142.2755432,311.5400085,44.58646393,63.45829391
561,140.492981,155.9346161,308.0599976,44.25653076,63.34962463
562,144.9769897,156.7636414,310.3599854,45.42045975,64.20353699
563,143.4297485,149.2235107,309.2900085,44.90722656,64.63516998
564,147.0761261,157.7110901,314.6000061,46.37358856,64.68175507
565,138.7782288,155.0069122,306.6400146,44.32068634,61.11695862
566,135.3585205,165.6755981,304.1499939,38.23529434,60.03635025
567,135.5950317,160.8692627,304.0499878,39.35339737,60.34375381
568,141.0350037,161.08638,310.2000122,39.72914886,61.49889755
569,138.3248444,152.4803772,309.1700134,40.11407089,62.48635483
570,138.4825897,152.6481476,308.6400146,40.32486343,62.62919617
571,141.695282,156.0826569,312.5,41.23216629,62.94282532
572,147.4703064,164.7774963,319.1099854,41.80954742,63.46451187
573,146.6819305,161.2245636,315.980011,41.28715134,62.94282532
574,146.5538025,159.3790131,312.2099915,41.45212173,62.24415207
575,149.0175629,158.3600006,314.9500122,41.96534729,62.74410248
576,143.2720795,157.6999969,310.9400024,41.47045135,62.07646942
577,144.0210724,159.3099976,312.1499939,41.54377365,62.20377731
578,146.5538025,160.1199951,313.6499939,41.76372147,62.60435104
579,145.8146667,161.7299957,308.7399902,41.16801453,61.81563187
580,140.5717926,149.2700043,300.7999878,40.56314087,60.76275253
581,135.1417389,143.8500061,291.7099915,39.85746002,60.53516388
582,129.9678192,133.6199951,281.5599976,39.62833786,59.18202972
583,130.8350525,134.8200073,277.6400146,39.32590866,58.43064499
584,133.4663544,137.9900055,278.9299927,40.14156342,58.45558167
585,128.1741943,129.1499939,268.5599976,39.70165634,57.96608734
586,129.6524658,125.1399994,268.0799866,39.76580429,57.76031494
587,133.8999481,123.25,271.769989,40.45317078,59.21944427
588,133.3875275,123.6600037,269.7900085,39.93077469,59.21321106
589,136.265213,132.2899933,267.519989,39.34423065,60.05501556
590,139.6060486,134.0399933,278.2799988,40.41650772,61.28965378
591,139.6060486,143.7100067,278.3999939,40.11407089,61.27095795
592,135.4472198,139.8200073,273.8599854,39.46337891,60.56945038
593,137.2112732,141.9799957,273.4899902,39.29840469,60.94981384
594,134.7376556,149.1000061,273.019989,39.07845306,60.78145981
595,136.9156189,157.5,277.5,39.04179001,61.65444946
596,139.5074921,161.0299988,275.6900024,38.8013649,60.95605469
597,140.8477478,160.1999969,275.6499939,39.47640991,61.04024506
598,144.2280121,167.9700012,279.2799988,39.96651459,61.1649437
599,144.90802,170.1300049,280.8299866,40.12372589,61.06206131
600,142.7695007,166.4700012,278.5100098,39.9942627,60.99346924
601,143.7451477,161.4199982,277.2799988,39.6336174,60.92175293
602,143.3804932,166.6199951,277.4700012,39.48566437,60.83758545
603,146.317276,154.4600067,274.4100037,39.14351654,60.56321335
604,147.99263,161.4400024,278.480011,39.82781601,60.71909714
605,144.9375916,161.0299988,276.2600098,39.39318466,60.16101837
606,148.8105927,164.7299957,283.5499878,40.71554565,60.87811661
607,150.8210297,164.0800018,286.0400085,40.80801773,60.25767136
608,153.0975342,165.8699951,286.8500061,41.2241478,60.32314682
609,151.8557892,160.1600037,285.9299927,41.11317444,60.85316467
610,150.7323456,162.3699951,287.9899902,41.0022049,61.30213165
611,149.4019165,159.7200012,285.3099976,40.53059769,61.65755463
612,154.5166626,155.8800049,290.2999878,41.27962112,61.84774017
613,155.0685272,164.9199982,293.8999939,42.18585205,62.59601212
614,160.1537018,165.1499939,300.6000061,41.95467377,61.99739456
615,159.1681824,163.4799957,295.8599854,41.8714447,62.70202255
616,157.6899414,165.7700043,292.1700134,41.5385437,62.20005417
617,163.7212372,178.2299957,294.9599915,42.26908112,62.76749802
618,163.4058838,180.4400024,292.9100037,41.96392441,62.47753906
619,163.1788788,183.1100006,292.0700073,41.62177277,62.51495361
620,162.7051849,169.3000031,292.3399963,41.63101959,62.49935532
621,162.7545319,157.2100067,292.769989,41.5385437,62.5461235
622,167.0178223,160.9199982,295.1099854,42.55574417,63.01379776
623,166.2776947,158.5899963,296.4700012,42.44477463,62.95144272
624,169.8402557,160.3500061,301.5499878,43.1013298,63.50018692
625,170.9159546,162.4799957,302.8200073,43.08283234,64.13308716
626,170.7580414,160.3699951,306.6499939,43.24928284,64.62258911
627,172.2580872,152.0399933,304.2600098,43.14756012,64.32639313
628,171.8633423,147.6100006,304.269989,45.65356445,64.4105835
629,169.2678528,147.9199982,297.2799988,45.0340004,64.4199295
630,165.3697205,148.3000031,288.6900024,44.11851883,63.77455521
631,165.0341949,147.25,289.6499939,43.84110641,63.47211075
632,165.3302612,146.2400055,293.519989,43.52669907,63.61866379
633,167.7974396,148.5599976,298.1300049,43.71164703,63.83067322
634,161.4715881,142.6000061,289.9599915,42.4355278,62.46194458
635,159.2610474,144.6300049,287.4500122,42.26908112,62.39335632
636,156.8234711,147.0800018,285.4200134,41.8344574,61.71367645
637,155.1556549,144.6399994,280.7999878,41.35360336,61.40501785
638,155.88591,147.8099976,282.4299927,41.88069153,61.78226471
639,153.7641144,147.8999939,277.6700134,41.23339462,61.027771
640,152.5009613,138.5800018,276.5899963,41.12241745,60.54450989
641,153.9122009,144.1100006,281.0400085,41.63101959,61.5952034
642,152.4318848,147.1999969,283.3399963,41.95467377,61.55155182
643,155.3036652,150.9100037,285.769989,42.32456589,62.07847214
644,161.2840881,148.2700043,288.5100098,42.90713501,62.22810745
645,151.8199921,141.0500031,278.2900085,40.78952408,60.30443954
646,153.2707062,146.5500031,278.4200134,40.65081024,60.31690979
647,150.3693237,144.1399994,276.7000122,40.03125,59.89600754
648,148.7212524,145.7599945,274.8099976,40.04049683,60.02695084
649,152.4516144,133.2200012,278.9500122,40.04049683,60.45409012
650,154.8398438,133.4600067,277.1300049,39.37469482,60.17661285
651,151.7015991,128.2400055,270.7399902,38.45922089,59.87418365
652,150.7344513,130,268.5100098,38.05234146,59.89600754
653,148.4547729,128.3500061,267.769989,37.59923172,59.01678467
654,148.7903137,127.6500015,264.3200073,37.52524567,58.73167801
655,149.767334,130.3000031,265.4700012,37.46976471,57.71749496
656,147.8725281,133.7899933,271.7799988,38.22803497,58.38001251
657,140.6091766,133.6000061,269.5799866,37.51600266,57.441185
658,136.385376,134.8800049,267.019989,36.98891068,56.46468353
659,140.5795746,136.6799927,272.7999878,38.18180847,57.48514175
660,144.1816559,137.5700073,280.4899902,39.0311203,58.50561523
661,144.4776764,137.1900024,279.3599854,39.18977737,58.23558044
662,143.5204315,137.5299988,276.3099976,38.75112534,57.20883942
663,138.2505493,134.7100067,269.0400085,37.58448029,56.29826736
664,138.5762024,135.2899933,266.9299927,37.22982025,56.53376389
665,137.1551514,129.4900055,267.3099976,36.94049454,56.96078491
666,136.5235443,136.6499939,264,36.65117264,57.29675674
667,141.1124725,140.0099945,275.7799988,37.90180969,58.49304962
668,136.5630035,135.6199951,272.6700134,37.51915359,57.39722443
669,140.5401001,138.9400024,277.019989,38.54579544,58.0503273
670,141.8625183,133.6799927,281.6700134,39.00312424,58.71598434
671,141.9710693,122.6600037,278.3399963,39.08711624,58.52758789
672,141.5072021,118.4300003,273.5299988,38.92845154,57.77716064
673,145.3362732,131.6399994,282.5100098,39.94576263,58.6657486
674,147.4876709,134.9900055,287.480011,40.63640976,59.64225006
675,150.3397064,135.2700043,289.2399902,41.40172577,60.35187149
676,147.3889923,137.0899963,288.519989,41.42039871,60.83541107
677,142.8987274,135.5800018,289.8800049,41.45772934,60.98611832
678,153.6950531,137.6499939,299.6300049,42.59636688,62.24835968
679,151.3265839,137.6399994,295.0899963,42.40037155,62.00659561
680,148.6718903,144.0800018,294.1300049,42.42837143,61.76167297
681,143.1256866,141.5200043,289.4599915,41.59772491,61.0300827
682,137.0564423,145.25,283.8500061,40.92573929,60.86366653
683,136.7895508,154.3099976,287.4700012,41.55105591,61.50734711
684,137.3233337,160.7200012,290.1900024,41.57905579,62.11648941
685,137.8966675,160.9400024,292.6099854,41.63505936,62.29860306
686,133.31987,159.5800018,288.6499939,40.98173523,61.57956696
687,145.1819611,156.9199982,303.2000122,42.61503983,62.66283035
688,147.9794312,154.5099945,309.7200012,41.80305481,62.27347946
689,146.5757599,160.3699951,308.9100037,41.75639343,62.03799057
690,148.3155212,163.7299957,309.980011,41.90572357,62.1133461
691,147.0798798,164.8999939,308.7600098,41.42973328,62.48700714
692,148.9877319,166.2599945,307.4400024,43.48301697,62.44618225
693,149.551178,166.3899994,310.7600098,44.60300064,63.08985138
694,146.3088684,158.4100037,311.2000122,44.44432449,63.86227036
695,148.4539032,158.7299957,315.7600098,45.15364456,64.35837555
696,149.333725,156.2299957,316.1799927,45.33097076,64.52164459
697,146.4077454,154.8500061,317.4299927,45.1723175,64.69747162
698,142.5624237,161.4900055,313.269989,44.87365341,64.40547943
699,139.5474854,163.6100006,315.1300049,45.06031418,64.20451355
700,146.3286591,167.0200043,318.6000061,46.40428543,65.39767456
701,146.6054077,169.4700012,315.8399963,46.63761139,65.4855957
702,146.1111755,169.7400055,316.1499939,46.38562012,65.95028687
703,144.9447327,166.7100067,310.5700073,46.04029465,65.14334869
704,141.2674866,161.6199951,307.7799988,45.34963989,64.72574615
705,139.3201294,162.6300049,305.8200073,44.9669838,65.12136841
706,141.0104523,171.8099976,305.9899902,45.72296524,65.37884521
707,140.5261078,170.3000031,306.3900146,45.22831345,64.82621002
708,142.8293457,166.6199951,311.4500122,46.01229095,65.40396118
709,143.7980804,178.2400055,312.3299866,46.32962036,65.22338867
710,141.5640564,186.0500031,309.2900085,46.01229095,65.21705627
711,134.9311676,182.0399933,301.9100037,44.93898392,64.24938965
712,132.9640198,175.25,300,44.62165833,63.96794128
713,130.8486023,168.5599976,300.0299988,44.23900223,63.93947983
714,130.7794342,172.6999969,302,44.21100235,63.90468216
715,133.8932343,178.1499939,307.8200073,44.48165894,64.44228363
716,130.7102203,179.8800049,302.6900024,44.16433334,64.36638641
717,130.3445129,175.9700012,306.4899902,44.31365967,64.69844818
718,128.5355072,159.8600006,305.5499878,44.36033249,64.99568939
719,124.5913696,151.6999969,303.4299927,43.93100357,64.21775818
720,128.1203461,153.1100006,309.0599976,44.3323288,64.43913269
721,128.4366302,150.2200012,308.8999939,44.46299362,64.12605286
722,123.6325378,148.6499939,309.9100037,44.74298859,63.80981064
723,124.9077072,146.1300049,314.5499878,44.73357773,63.88886642
724,123.5831146,145.6699982,312.8999939,44.10326385,63.28802109
725,128.1302032,150.0899963,318.6900024,45.45797729,64.74584961
726,128.6541443,148.7599945,315.5299988,45.70257187,64.15450287
727,129.227478,153.6699982,316.3500061,45.91894913,64.00904083
728,131.9557495,149.6100006,320.3699951,46.29526138,63.96475983
729,131.8766632,149.4100037,318.9299927,46.09769821,63.53153229
730,133.2111359,145.0500031,317.6400146,45.98480225,63.79400635
731,134.377594,143.1999969,314.8599854,45.23219681,63.81930542
732,133.6559906,143.0899963,308.2999878,44.12208939,62.1179657
733,133.7153015,139.9400024,305.230011,43.70814514,61.7353096
734,136.2854004,142.7899933,309.8699951,44.00918579,61.99146652
735,139.4881744,143.7299957,310.4200134,44.68654251,61.88710022
736,140.8918457,143.8500061,311.2999878,44.97817612,62.08951187
737,140.2295532,142.7299957,311.8999939,45.13811493,62.3899231
738,142.3054047,142.5399933,310.9500122,45.47678757,62.26658249
739,144.2527618,143.6600037,309.1700134,45.63671494,61.94402695
740,141.3564453,140.4900055,307.3299866,45.36389923,62.01044846
741,142.6316071,143.4100037,311.519989,45.7872467,62.67137146
742,143.7585144,143.0500031,310.5700073,45.69316483,62.95914078
743,149.0865784,144.3999939,311.8599854,46.39875031,62.24445724
744,152.7242737,142.0599976,308.5100098,45.7496109,62.08317947
745,149.9861145,140.9600067,308.4299927,44.75239563,62.12744904
746,152.8725586,142.1150055,312.9700012,45.00640488,61.91556549
747,150.1739197,141.1499939,308.480011,44.17852783,61.70685959
748,149.1359863,140.5399933,307.2099915,43.96215057,61.47283936
749,149.5022888,141.5099945,309.8900146,44.46075821,62.12427902
750,152.3139648,143,313.7399902,45.02521896,62.7029953
751,151.6704254,143.9199982,310.7900085,44.87469482,62.04522705
752,153.7791748,147.6199951,309.6300049,45.58027267,62.08951187
753,152.175354,141.3899994,308.1799927,47.96982956,61.75428391
754,151.0269623,138.6199951,308.2399902,47.76285553,62.44368362
755,146.9975586,137.5299988,302.7200012,46.74682236,62.18437195
756,147.4232788,134.6300049,303.1600037,46.38933563,62.26025772
757,147.908371,134.3899994,303.0700073,46.29526138,62.20333862
758,145.2452393,133.3099976,304.019989,45.6084938,61.82702255
759,146.443161,130.8600006,304.6600037,45.84368515,61.73215485
760,145.9382324,130.0500031,305.1799927,45.55205154,61.08071136
761,143.8592224,127.4800034,304.6199951,45.47678757,60.73285675
762,144.4532471,127.9800034,307.75,45.65553665,61.45070267
763,149.5220795,130.7700043,312.4500122,46.36111069,61.61198425
764,152.2941589,131.5399933,316.9700012,46.49282074,61.79539871
765,150.0864258,129.0200043,311.1199951,46.01302338,61.05857086
766,151.34375,128.8800049,311.3699951,46.20118713,61.06490326
767,149.0864868,127.2900009,304.8200073,45.91894913,60.42926788
768,147.0173645,127.4499969,303.6300049,45.68375778,60.22055054
769,148.9676971,129.7700043,302.8800049,45.54264069,60.43558884
770,151.0665283,130.3800049,305.3299866,46.14473343,60.84037399
771,151.4625397,129.9400024,297.8800049,46.15414429,61.15344238
772,154.2939911,131.9600067,302.0100098,47.15135574,61.21669388
773,153.4524841,129.6399994,293.5100098,47.21720886,60.67277145
774,155.8285065,132.0800018,301.0599976,47.92278671,61.57087326
775,157.6897278,133.3300018,303.8500061,47.66878128,61.56771088
776,156.2542267,133.6799927,299.730011,46.53044891,61.00165558
777,157.3432465,129.3899994,298.3699951,46.78445816,60.62935257
778,158.6500549,128.1999969,298.9200134,47.51825714,61.68717575
779,156.6997223,123.5999985,302.1400146,47.5464859,62.06518555
780,156.076004,123,302.3200073,47.4053688,62.29708862
781,159.1648865,122.9700012,305.2999878,48.13916779,62.7132225
782,160.7389832,122.5699997,305.0799866,48.38376617,62.90382385
783,163.2536621,124.5699997,308.769989,49.18341827,63.28820419
784,164.5109558,129.5299988,310.3099976,49.21164322,63.69481277
785,163.9763641,125.8700027,309.0700073,49.11685562,63.56456375
786,162.125,125.5999985,310.3900146,49.11685562,64.04423523
787,163.016037,128.8999939,312.5100098,48.59555054,64.13636017
788,160.4122925,127.7099991,312.6199951,48.65242004,63.95529938
789,159.1945953,126.3399963,313.7000122,47.97945404,64.0918808
790,158.5015411,125.8099976,314.5499878,47.49605942,63.92671204
791,163.9070587,129.6499939,318.0499878,48.15006256,64.25071716
792,163.5605469,129.6600037,319.7399902,47.90363312,63.92034912
793,163.5803223,124.75,323.7900085,47.65718842,64.31426239
794,164.8079834,123.1900024,324.6300049,47.68563461,64.4571991
795,165.9563751,121.7900009,323.0899963,45.53403473,64.31742096
796,164.9861603,120.9400024,323.8200073,44.15019989,64.29836273
797,163.3724365,118.2799988,324.3299866,44.57672501,64.74628448
798,163.6793518,116.9300003,326.0499878,44.91794586,64.93369293
799,162.1349182,114.25,324.3399963,44.63359451,65.11476898
800,162.125,110.5999985,320.5299988,44.1122818,64.70181274
801,166.7285767,111.7200012,326.230011,44.13124084,65.41020203
802,167.9859161,114.2399979,328.5499878,44.7852478,65.79139709
803,167.8967896,111.9899979,330.1700134,44.87055588,65.95022583
804,166.8572845,111.0599976,325.8599854,43.94167709,65.72786713
805,165.778183,110.1200027,323.2200012,43.56253815,65.34666443
806,164.1347198,107.6399994,320,43.31610107,65.07028961
807,171.8370972,108.4300003,323.8800049,43.83741379,65.65161133
808,171.7677612,108.0500031,326.1400146,43.92271805,65.36888885
809,170.0550537,104.6800003,324.8699951,44.0459404,65.21006012
810,171.8271637,102.5999985,322.9899902,44.2734108,65.19100189
811,172.015274,102.5800018,322.6400146,43.9511528,65.32125092
812,171.0833588,105.2399979,322.4899902,44.2734108,65.54679108
813,170.5876923,107.9000015,323.5299988,44.64307404,65.41654205
814,170.5876923,105.5999985,323.75,44.4724617,64.96863556
815,171.2023468,105.1500015,327.3900146,45.1454277,64.90510559
816,173.5420074,104.9499969,329.7600098,45.68569565,64.53026581
817,173.651062,106.4899979,330.3900146,46.56718063,64.67956543
818,172.6993256,107.5,329.1300049,46.27335358,63.74563599
819,170.082077,116.3000031,323.1099854,46.35865021,63.40890503
820,170.3596497,111.0899963,320.2000122,45.88473511,63.02135849
821,171.4997406,108.7300034,319.019989,46.47239304,62.57980728
822,173.9187164,105.2699966,320.6000061,47.25910187,62.44002914
823,175.7726135,104.3499985,322.1900024,47.55292892,61.72528458
824,175.723053,105.0800018,321.0799866,47.07901382,61.93176651
825,178.5385742,104.1200027,323.1199951,47.14536285,62.20814514
826,179.3911591,108.1299973,329.480011,47.41075134,63.17702484
827,178.0329895,108.7300034,328.5799866,47.5908432,62.9991188
828,177.6661682,109.8499985,333.4100037,47.21170807,62.66874695
829,176.2881317,109.4100037,335.4200134,47.18326569,62.56178284
830,179.0144806,108.9700012,335.9500122,47.08848572,62.90662766
831,179.4010773,109.25,335.2900085,47.0695343,62.93218613
832,182.2067108,109.7900009,333.6000061,47.84675598,62.80126572
833,181.7308502,115.5999985,336.3900146,48.15006256,62.98966217
834,182.3653412,110.9499969,335.8999939,48.30171585,62.95134354
835,184.4075928,113,339.8200073,49.22112274,63.66978073
836,183.3269958,112.5500031,338.3099976,49.3538208,63.83262253
837,183.4161987,109.9400024,338.6700134,48.86094284,63.43030167
838,182.3752594,107.4599991,338.6099854,48.19746017,63.72406769
839,185.3890533,107.3099976,336.9599915,48.45337296,64.06252289
840,185.0718079,107.1399994,335.25,47.7045784,63.65381622
841,183.6739655,106.9300003,334.1199951,47.5908432,63.74003601
842,186.4399261,105.8600006,335.3399963,48.2069397,63.82623291
843,187.6196594,106.9000015,334.1499939,48.21641541,63.37282181
844,187.9567566,107,336.9100037,48.5386734,63.44306946
845,192.2990265,107.9300003,341,49.0410347,63.95396042
846,190.8020325,107.8199997,342,49.11685562,64.30838013
847,189.6817474,109.0800018,341.5599976,49.19325638,64.27326202
848,190.1575928,105.7600021,341.4599915,48.81124878,64.16150665
849,189.0373535,106.8600006,340.8999939,48.69664764,63.52608871
850,186.9851837,107.4300003,341.1300049,49.08820724,63.36324692
851,186.4597626,107.9000015,343.3699951,49.7758255,63.45584488
852,188.1352081,109,345.3500061,48.45789719,63.52289963
853,188.8985596,109.5100021,343.5400085,49.21236038,63.87413406
854,189.047287,108.2399979,341.0899963,48.11408234,64.0657196
855,192.3188324,107.2099991,344.25,48.52474213,63.76237869
856,192.0610809,108.1500015,345.3399963,48.93540573,63.75918198
857,193.419281,109.1299973,342.4299927,50.07188034,64.42973328
858,191.4662628,107.7200012,346.6099854,50.01458359,65.06195831
859,190.286499,108.5899963,345.7600098,50.26288605,65.27909088
860,191.0895386,107.0299988,349.6300049,50.7212944,65.47386169
861,191.9520264,106.8600006,347.5799866,51.18925858,65.4227829
862,192.8244476,105.5100021,349.7999878,50.82635117,65.50260162
863,191.5554504,105,349.3099976,50.61624527,64.95658112
864,194.1429901,107.4199982,349.8099976,49.74716949,65.55049896
865,194.7576447,108.8700027,351.9599915,49.69942474,65.22798157
866,193.924881,107.1299973,352.2600098,50.29153442,65.00767517
867,190.92099,104.9800034,351.1900024,50.21513748,65.40681458
868,189.5231476,106.6500015,353.8099976,50.75950241,65.17371368
869,180.4222107,106.4800034,349.9899902,50.26288605,64.43930054
870,177.3092957,98.5,362.5799866,50.62579346,64.94701385
871,178.2510834,101.7699966,363.730011,50.67354965,64.51914215
872,176.6549683,106.4899979,358.019989,50.60669327,64.59257507
873,176.4368286,105.4599991,356.980011,50.96960068,64.39780426
874,176.4963989,106.9199982,358.3500061,51.37071609,64.57980347
875,178.1542816,107.4400024,358.480011,51.45666504,64.2988205
876,176.1588745,105.6999969,354.5,50.9505043,63.62507248
877,175.2852936,107.9599991,354.1099854,50.57804108,63.32492828
